Field=#~Integer~#~50|Field=Comment~String~Comment~100|Field=Description~String~Description~100|Field=Designator~String~Designator~100|Field=Footprint~String~Footprint~100|Field=LibRef~String~LibRef~100|Field=Manufacturer 1~String~Manufacturer 1~100|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~100|Field=Quantity~Integer~Quantity~100|Field=SheetNumber~String~SheetNumber~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier Currency 1~String~Supplier Currency 1~100|Field=Supplier Order Qty 1~Integer~Supplier Order Qty 1~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|Field=Supplier Stock 1~Integer~Supplier Stock 1~100|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~100|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~100|ReportField=Currency~<none>|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~LM-008.PrjPcb|ReportField=ProjectFullPath~C:\Users\zls\Desktop\Land_Meter_PCB\LM-008\Rev C\LM-008.PrjPcb|ReportField=Title~Bill of Materials For Project [LM-008.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~53|ReportField=ReportTime~9:44:24 AM|ReportField=ReportDate~9/10/2018|ReportField=ReportDateTime~9/10/2018 9:44:24 AM|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=ConfigurationParameters~|ReportField=ConfiguratorName~|ReportField=CurrentDate~9/10/2018|ReportField=CurrentTime~9:22:53 AM|ReportField=Date~|ReportField=DocumentFullPathAndName~C:\Users\zls\Desktop\Land_Meter_PCB\LM-008\Rev C\5R_Supply.doc.SchDoc|ReportField=DocumentName~5R_Supply.doc.SchDoc|ReportField=DocumentNumber~LM-008|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=IsUserConfigurable~|ReportField=ModifiedDate~9/10/2018|ReportField=Organization~|ReportField=ProjectName~LM-008.PrjPcb|ReportField=Revision~C|ReportField=Rule~|ReportField=SheetNumber~3|ReportField=SheetTotal~6|ReportField=Time~|ReportField=Title~5R Supply|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=VersionControl_RevNumber~|ReportField=DataSourceFileName~LM-008.PrjPcb|ReportField=DataSourceFullPath~C:\Users\zls\Desktop\Land_Meter_PCB\LM-008\Rev C\LM-008.PrjPcb|ReportField=PCBConfigurationName~Sources|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
11|CAP CER 1UF 50V X7R 1210|CAP CER 1UF 50V X7R 1210|C16|CAPC1210(3225)100_N|CMP-1038-01123-1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiyo%2520Yuden%26mpn%3DUMK325B7105KH-T%26seller%3DDigi-Key%26sku%3D587-1366-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Taiyo%20Yuden{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiyo%2520Yuden%26mpn%3DUMK325B7105KH-T%26seller%3DDigi-Key%26sku%3D587-1366-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}UMK325B7105KH-T{URL.TIP}Manufacturer|1|4|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiyo%2520Yuden%26mpn%3DUMK325B7105KH-T%26seller%3DDigi-Key%26sku%3D587-1366-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}587-1366-1-ND{URL.TIP}Supplier|0|0.41|0.41
12|CAP CER 0.47UF 50V X7R 1206|CAP CER 0.47UF 50V X7R 1206|C17|CAPC1206(3216)190_N|CMP-1037-04570-1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiyo%2520Yuden%26mpn%3DUMK316B7474KL-T%26seller%3DDigi-Key%26sku%3D587-1325-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Taiyo%20Yuden{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiyo%2520Yuden%26mpn%3DUMK316B7474KL-T%26seller%3DDigi-Key%26sku%3D587-1325-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}UMK316B7474KL-T{URL.TIP}Manufacturer|1|4|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiyo%2520Yuden%26mpn%3DUMK316B7474KL-T%26seller%3DDigi-Key%26sku%3D587-1325-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}587-1325-1-ND{URL.TIP}Supplier|0|0.37|0.37
13|CAP CER 1UF 16V X7R 0805|CAP CER 1UF 16V X7R 0805|C18|CAPC0805(2012)145_N|CMP-1036-04795-1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiyo%2520Yuden%26mpn%3DEMK212B7105KG-T%26seller%3DDigi-Key%26sku%3D587-1283-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Taiyo%20Yuden{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiyo%2520Yuden%26mpn%3DEMK212B7105KG-T%26seller%3DDigi-Key%26sku%3D587-1283-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}EMK212B7105KG-T{URL.TIP}Manufacturer|1|4|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiyo%2520Yuden%26mpn%3DEMK212B7105KG-T%26seller%3DDigi-Key%26sku%3D587-1283-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}587-1283-1-ND{URL.TIP}Supplier|3000|0.15|0.15
14|4.7uF|CAP CER 4.7UF 16V X7R 0805|C19|CAPC0805(2012)145_M|CMP-1036-04750-1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DC0805C475K4RACTU%26seller%3DDigi-Key%26sku%3D399-7415-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}KEMET{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DC0805C475K4RACTU%26seller%3DDigi-Key%26sku%3D399-7415-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}C0805C475K4RACTU{URL.TIP}Manufacturer|1|4|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DC0805C475K4RACTU%26seller%3DDigi-Key%26sku%3D399-7415-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}399-7415-1-ND{URL.TIP}Supplier|0|0.29|0.29
15|CAP CER 0.047UF 16V X7R 0603|CAP CER 0.047UF 16V X7R 0603|C20|CAPC0805(2012)145_N|CMP-1036-04795-1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%2520Electronics%2520North%2520America%26mpn%3DGRM188R71C473KA01D%26seller%3DDigi-Key%26sku%3D490-1529-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Murata%20Electronics%20North%20America{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%2520Electronics%2520North%2520America%26mpn%3DGRM188R71C473KA01D%26seller%3DDigi-Key%26sku%3D490-1529-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}GRM188R71C473KA01D{URL.TIP}Manufacturer|1|4|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%2520Electronics%2520North%2520America%26mpn%3DGRM188R71C473KA01D%26seller%3DDigi-Key%26sku%3D490-1529-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}490-1529-6-ND{URL.TIP}Supplier|0|0.14|0.14
16|CDBA540-HF|DIODE SCHOTTKY 40V 5A DO214AB|D1|VISH-DO-214AC-2_M|D Schottky|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DComchip%2520Technology%26mpn%3DCDBA540-HF%26seller%3DDigi-Key%26sku%3D641-1707-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Comchip%20Technology{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DComchip%2520Technology%26mpn%3DCDBA540-HF%26seller%3DDigi-Key%26sku%3D641-1707-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}CDBA540-HF{URL.TIP}Manufacturer|1|1|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DComchip%2520Technology%26mpn%3DCDBA540-HF%26seller%3DDigi-Key%26sku%3D641-1707-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}641-1707-6-ND{URL.TIP}Supplier|12114|0.49|0.49
17|2.2uH|FIXED IND 2.2UH 4.3A 48 MOHM SMD|L1|PA4332|Inductor|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPulse%2520Electronics%2520Power%26mpn%3DPA4332.222NLT%26seller%3DDigi-Key%26sku%3D553-3290-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Pulse%20Electronics%20Power{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPulse%2520Electronics%2520Power%26mpn%3DPA4332.222NLT%26seller%3DDigi-Key%26sku%3D553-3290-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}PA4332.222NLT{URL.TIP}Manufacturer|1|3|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPulse%2520Electronics%2520Power%26mpn%3DPA4332.222NLT%26seller%3DDigi-Key%26sku%3D553-3290-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}553-3290-6-ND{URL.TIP}Supplier|699|0.64|0.64
18|47uH|FIXED IND 47UH 170MA 1.3 OHM SMD|L2|C1210|Inductor|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%2520Electronics%2520North%2520America%26mpn%3DLQH32CN470K23L%26seller%3DDigi-Key%26sku%3D490-2497-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Murata%20Electronics%20North%20America{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%2520Electronics%2520North%2520America%26mpn%3DLQH32CN470K23L%26seller%3DDigi-Key%26sku%3D490-2497-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}LQH32CN470K23L{URL.TIP}Manufacturer|1|4|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%2520Electronics%2520North%2520America%26mpn%3DLQH32CN470K23L%26seller%3DDigi-Key%26sku%3D490-2497-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}490-2497-1-ND{URL.TIP}Supplier|8823|0.33|0.33
19|SSW-115-01-G-D|Header, 15-Pin, Dual row|P1|HDR2X15|Header 15X2|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSamtec%2520Inc.%26mpn%3DSSW-115-01-G-D%26seller%3DDigi-Key%26sku%3DSAM1208-15-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Samtec%20Inc.{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSamtec%2520Inc.%26mpn%3DSSW-115-01-G-D%26seller%3DDigi-Key%26sku%3DSAM1208-15-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}SSW-115-01-G-D{URL.TIP}Manufacturer|1|2|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSamtec%2520Inc.%26mpn%3DSSW-115-01-G-D%26seller%3DDigi-Key%26sku%3DSAM1208-15-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}SAM1208-15-ND{URL.TIP}Supplier|0|5.69|5.69
20|SSW-115-21-G-D|Header, 15-Pin, Dual row|P2|HDR2X15|Header 15X2|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSamtec%2520Inc.%26mpn%3DSSW-115-21-G-D%26seller%3DDigi-Key%26sku%3DSSW-115-21-G-D-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Samtec%20Inc.{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSamtec%2520Inc.%26mpn%3DSSW-115-21-G-D%26seller%3DDigi-Key%26sku%3DSSW-115-21-G-D-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}SSW-115-21-G-D{URL.TIP}Manufacturer|1|2|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSamtec%2520Inc.%26mpn%3DSSW-115-21-G-D%26seller%3DDigi-Key%26sku%3DSSW-115-21-G-D-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}SSW-115-21-G-D-ND{URL.TIP}Supplier|0|4.78|4.78
21|IPL1-104-01-L-S-RA-K|IPL1-104-01-L-S-RA-K|P3|IPL1-104-01-L-S-RA-K|IPL1-104-01-L-S-RA-K|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSamtec%2520Inc.%26mpn%3DIPL1-104-01-L-S-RA-K%26seller%3DDigi-Key%26sku%3DSAM9597-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Samtec%20Inc.{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSamtec%2520Inc.%26mpn%3DIPL1-104-01-L-S-RA-K%26seller%3DDigi-Key%26sku%3DSAM9597-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}IPL1-104-01-L-S-RA-K{URL.TIP}Manufacturer|1|1|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSamtec%2520Inc.%26mpn%3DIPL1-104-01-L-S-RA-K%26seller%3DDigi-Key%26sku%3DSAM9597-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}SAM9597-ND{URL.TIP}Supplier|121|2.53|2.53
22|IPL1-102-01-F-S-RA-K|.100 TERMINAL ASSEMBLY|P4, P5|IPL1-102-01-F-S-RA-K|IPL1-102-01-F-S-RA-K|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSamtec%2520Inc.%26mpn%3DIPL1-102-01-F-S-RA-K%26seller%3DDigi-Key%26sku%3DIPL1-102-01-F-S-RA-K-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Samtec%20Inc.{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSamtec%2520Inc.%26mpn%3DIPL1-102-01-F-S-RA-K%26seller%3DDigi-Key%26sku%3DIPL1-102-01-F-S-RA-K-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}IPL1-102-01-F-S-RA-K{URL.TIP}Manufacturer|2|1|Digi-Key|USD|2|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSamtec%2520Inc.%26mpn%3DIPL1-102-01-F-S-RA-K%26seller%3DDigi-Key%26sku%3DIPL1-102-01-F-S-RA-K-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}IPL1-102-01-F-S-RA-K-ND{URL.TIP}Supplier|0|4.18|2.09
23|MCH6336-TL-E|P-Channel Power MOSFET, -12 V, -5 A, 43 mOhm, Single, 6-Pin MCPH, Pb-Free, Tape and Reel|Q1, Q2|ONSC-MCPH-6_V|CMP-1058-00598-1|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|2|1||||{URL}{URL.TEXT}{URL.TIP}Supplier|||
24|560k||R1, R2|RESC0402(1005)_L|CMP-1011-00927-1|{URL}{URL.TEXT}Supplier%20disabled{URL.TIP}Component|{URL}{URL.TEXT}Supplier%20disabled{URL.TIP}Manufacturer|2|1||Supplier disabled||{URL}{URL.TEXT}YAG3220CT-ND{URL.TIP}Supplier|||
25|88.7K|RES SMD 88.7K OHM 1% 1/8W 0805|R3|RESC0805(2012)_M|CMP-1013-00017-1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%2520Dale%26mpn%3DCRCW080588K7FKEA%26seller%3DDigi-Key%26sku%3D541-88.7KCDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Vishay%20Dale{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%2520Dale%26mpn%3DCRCW080588K7FKEA%26seller%3DDigi-Key%26sku%3D541-88.7KCDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}CRCW080588K7FKEA{URL.TIP}Manufacturer|1|3|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%2520Dale%26mpn%3DCRCW080588K7FKEA%26seller%3DDigi-Key%26sku%3D541-88.7KCDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}541-88.7KCDKR-ND{URL.TIP}Supplier|66|0.1|0.1
26|22.1K|RES SMD 22.1K OHM 1% 1/8W 0805|R4|RESC0805(2012)_M|CMP-1013-00017-1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%2520Dale%26mpn%3DCRCW080522K1FKEA%26seller%3DDigi-Key%26sku%3D541-22.1KCDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Vishay%20Dale{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%2520Dale%26mpn%3DCRCW080522K1FKEA%26seller%3DDigi-Key%26sku%3D541-22.1KCDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}CRCW080522K1FKEA{URL.TIP}Manufacturer|1|3|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%2520Dale%26mpn%3DCRCW080522K1FKEA%26seller%3DDigi-Key%26sku%3D541-22.1KCDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}541-22.1KCDKR-ND{URL.TIP}Supplier|0|0.1|0.1
27|RES SMD 100K OHM 1% 1/8W 0805|RES SMD 100K OHM 1% 1/8W 0805|R5, R6, R8|RESC0805(2012)_M|CMP-1013-00017-1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%26mpn%3DCRCW0805100KFKEA%26seller%3DAvnet%26sku%3DCRCW0805100KFKEA%252FBKN%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Vishay{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%26mpn%3DCRCW0805100KFKEA%26seller%3DAvnet%26sku%3DCRCW0805100KFKEA%252FBKN%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}CRCW0805100KFKEA{URL.TIP}Manufacturer|3|3, 3, 6|Avnet|USD|3|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%26mpn%3DCRCW0805100KFKEA%26seller%3DAvnet%26sku%3DCRCW0805100KFKEA%252FBKN%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}CRCW0805100KFKEA%2FBKN{URL.TIP}Supplier|0|0.306|0.102
28|DNP|Vout = 12.05 ­ (445.7 / 63.1+Ra), Vout = 12.05 + (50.96 / 22+Rb), Vout = 12.05 ­ (445.7 / 63.1+Ra), Vout = 12.05 + (50.96 / 22+Rb)|R7, R9, R12, R13|RESC0805(2012)_M|CMP-1013-00017-1|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|4|6, 6, 5, 5||||{URL}{URL.TEXT}{URL.TIP}Supplier|||
29|RES SMD 280K OHM 1% 1/8W 0805|RES SMD 280K OHM 1% 1/8W 0805|R10|RESC0805(2012)_M|CMP-1013-00017-1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%2520Dale%26mpn%3DCRCW0805280KFKEA%26seller%3DDigi-Key%26sku%3D541-280KCTR-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Vishay%20Dale{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%2520Dale%26mpn%3DCRCW0805280KFKEA%26seller%3DDigi-Key%26sku%3D541-280KCTR-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}CRCW0805280KFKEA{URL.TIP}Manufacturer|1|4|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%2520Dale%26mpn%3DCRCW0805280KFKEA%26seller%3DDigi-Key%26sku%3D541-280KCTR-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}541-280KCTR-ND{URL.TIP}Supplier|0||
30|RES SMD 10K OHM 1% 1/8W 0805|RES SMD 10K OHM 1% 1/8W 0805|R11|RESC0805(2012)_M|CMP-1013-00017-1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805FR-0710KL%26seller%3DDigi-Key%26sku%3D311-10.0KCRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805FR-0710KL%26seller%3DDigi-Key%26sku%3D311-10.0KCRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0805FR-0710KL{URL.TIP}Manufacturer|1|4|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805FR-0710KL%26seller%3DDigi-Key%26sku%3D311-10.0KCRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-10.0KCRCT-ND{URL.TIP}Supplier|20459219|0.1|0.1
31|TLV70233DBVR|Single Output LDO, 300 mA, Fixed 3.3 V Output, 2 to 5.5 V Input, with Low IQ, 5-pin SOT-23 (DBV), -40 to 125 degC, Green (RoHS & no Sb/Br)|U1|DBV0005A_N|CMP-0394-00528-2|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DTLV70233DBVR%26seller%3DDigi-Key%26sku%3D296-32415-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DTLV70233DBVR%26seller%3DDigi-Key%26sku%3D296-32415-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}TLV70233DBVR{URL.TIP}Manufacturer|1|2|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DTLV70233DBVR%26seller%3DDigi-Key%26sku%3D296-32415-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}296-32415-1-ND{URL.TIP}Supplier|65852|0.51|0.51
32|LTC4414EMS8#TRPBF|Low Loss PowerPath Controller for Large PFET, 3 to 36 V Vin, 8-pin SOP (MS8-8), -40 to 85 degC, Pb-Free, Tape and Reel|U2, U3|LT-MS8-8_L|CMP-0479-00214-1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DLinear%2520Technology%252FAnalog%2520Devices%26mpn%3DLTC4414EMS8%2523PBF%26seller%3DDigi-Key%26sku%3DLTC4414EMS8%2523PBF-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Linear%20Technology%2FAnalog%20Devices{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DLinear%2520Technology%252FAnalog%2520Devices%26mpn%3DLTC4414EMS8%2523PBF%26seller%3DDigi-Key%26sku%3DLTC4414EMS8%2523PBF-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}LTC4414EMS8%23PBF{URL.TIP}Manufacturer|2|1|Digi-Key|USD|2|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DLinear%2520Technology%252FAnalog%2520Devices%26mpn%3DLTC4414EMS8%2523PBF%26seller%3DDigi-Key%26sku%3DLTC4414EMS8%2523PBF-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}LTC4414EMS8%23PBF-ND{URL.TIP}Supplier|414|7.58|3.79
